ID Cliente,Total Ventas USD,Total Cajas,Productos Diferentes,Categorías Diferentes,Activo
1904,6479.91,1804,64,7,1
1905,1907.235,489,64,7,1
1906,3536.22,999,72,6,1
1907,1570.8600000000001,328,42,7,0
1908,8653.38,2092,86,8,1
1909,3671.805,956,55,7,1
1910,4230.315,1235,66,7,1
1911,10211.85,2492,81,8,1
1912,3322.83,880,78,7,1
1913,8873.175,2472,85,7,1
1914,24192.555,5567,111,8,1
1915,488.71500000000003,143,41,5,0
1916,3728.64,992,72,7,1
1917,38970.195,8492,112,8,1
1918,3740.025,929,58,8,1
1919,6141.465,1592,78,7,1
1920,2458.425,582,70,7,1
1921,1338.195,399,55,7,1
1922,2367.78,811,66,7,1
1923,3542.52,871,72,7,1
1924,4736.52,1300,88,8,1
1925,7278.285,1868,85,8,1
1926,6549.27,1553,61,8,1
1927,2001.375,528,66,7,1
1928,4076.43,984,53,6,1
1929,15220.275,3493,93,8,1
1930,3104.205,709,63,7,1
1931,12970.14,3431,98,7,1
1932,2230.485,526,57,7,1
1933,5481.375,1221,54,5,1
1934,14766.33,3577,101,7,1
1935,5536.47,1476,87,7,1
1936,7547.73,1900,88,7,1
1937,1109.7450000000001,341,54,7,1
1938,10020.6,1901,74,7,1
1939,5685.735,1489,74,7,1
1940,3177.675,975,68,7,1
1941,20502.6,4684,96,8,1
1942,3575.4900000000002,1037,81,7,1
1943,6366.39,1677,73,7,1
1944,13754.625,3266,94,7,1
1945,2784.825,796,77,7,1
1946,8562.99,2065,83,7,1
1947,585.195,168,46,6,0
1948,2332.38,732,71,7,1
1949,150.69,45,21,5,0
1950,246.495,66,24,5,0
1951,5869.29,1348,62,7,1
1952,8348.43,1872,73,6,1
1953,695.46,191,45,7,1
1954,3538.65,952,83,7,1
1955,16403.94,4076,87,8,1
1956,21940.29,4834,102,7,1
1957,3311.235,944,79,7,1
1958,11238.3,2601,50,7,1
1959,11702.4,2642,78,8,1
1960,18092.625,4214,109,7,1
1961,5556.27,1355,74,7,1
1962,10113.765,2445,95,7,1
1963,3112.755,778,64,8,0
1964,2401.5,563,56,6,1
1965,5.325,2,2,2,0
1966,4877.535,1465,97,7,1
1967,2900.85,765,61,7,1
1968,3741.66,954,73,7,1
1969,7932.69,1847,66,7,1
1970,4664.865,1314,58,7,1
1971,13937.445,3438,117,8,1
1972,9754.71,2464,87,7,1
1973,3436.05,927,66,7,1
1974,575.625,155,45,7,0
1975,6153.99,1573,72,7,1
1976,5419.8150000000005,1573,77,7,1
1977,6388.92,1666,71,7,1
1978,12532.095,2909,79,7,1
1979,825.75,218,22,6,1
1980,1777.05,528,44,7,1
1981,145.605,48,22,6,0
1982,3656.91,1096,34,7,1
1983,330.045,104,30,4,0
1984,13317.15,3165,105,8,1
1985,3747.96,1142,73,7,1
1986,8740.575,2007,60,7,1
1987,3365.82,1077,71,7,1
1988,2004.99,438,48,7,1
1989,32127.045,6801,101,7,1
1990,2648.19,657,50,8,1
1991,4853.205,1080,73,7,1
1992,10274.415,2391,93,8,1
1993,4802.7,1365,78,7,1
1994,12320.355,2836,101,8,1
1995,5856.765,1430,75,8,1
1996,1670.64,503,51,7,1
1997,2798.01,832,59,6,1
1998,5403.345,1491,89,7,1
1999,8940.75,2225,69,7,1
2000,191.31,59,16,4,0
2001,3023.88,868,73,7,1
2002,175.8,47,23,6,0
2003,16143.975,3888,99,8,1
2004,3735.48,1048,64,7,1
2005,11994.63,2779,84,8,1
2006,10580.76,2286,58,7,1
2007,11352.735,2859,100,8,1
2008,855.9300000000001,265,44,5,1
2009,2866.215,899,65,7,1
2010,7124.94,1659,82,8,1
2011,3375.84,863,59,6,1
2012,5450.37,1426,88,7,1
2013,9043.005,2414,83,8,1
2014,3620.61,1042,78,7,1
2015,12778.77,2890,98,8,1
2016,6115.53,1449,74,8,1
2017,2088.195,575,58,7,1
2018,271.395,95,35,7,0
2019,7530.375,1826,85,7,1
2020,2775.705,857,72,7,1
2021,3592.185,938,79,7,1
2022,3984.69,1131,82,7,1
2023,7713.72,1980,89,7,1
2024,1778.61,567,65,7,1
2025,4909.785,1429,85,7,1
2026,5999.805,1528,73,7,1
2027,9482.01,2364,90,7,1
2028,5407.935,1449,70,7,1
2029,1515.57,459,43,6,1
2030,12417.585000000001,2935,97,8,1
2031,3472.35,785,61,6,1
2033,1901.565,553,77,7,1
2034,1752.435,505,41,7,1
2035,7764.3150000000005,1862,56,7,1
2036,5966.175,1400,43,6,1
2037,789.09,221,34,5,1
2038,1476.96,460,68,6,1
2039,7761.72,2293,93,8,1
2040,39143.49,8593,110,8,1
2041,8125.2300000000005,1876,69,7,1
2042,1422.585,412,50,7,1
2043,8281.11,1988,69,8,1
2044,8937.42,2098,85,8,1
2045,4472.535,1231,77,7,1
2046,19429.77,4150,91,8,1
2047,10879.23,2130,43,8,1
2048,11643.315,3045,74,6,1
2049,4186.05,1106,73,8,1
2050,2949.72,786,55,7,1
2051,10388.34,2022,63,8,1
2052,1981.185,573,39,4,1
2053,9258.45,2393,70,7,1
2054,3578.835,1028,71,8,1
2055,365.52,89,29,6,0
2056,4301.775,1202,63,7,1
2057,11078.79,2768,101,8,1
2058,4864.29,1263,69,7,1
2059,2650.605,641,57,7,1
2060,3731.475,873,69,7,1
2061,38348.909999999996,7243,86,7,1
2062,8458.005,2052,87,7,1
2063,4340.7,1159,54,6,1
2064,7921.035,1960,88,7,1
2065,3449.43,945,61,7,1
2066,4516.725,1297,82,7,1
2067,10950.57,2309,78,7,1
2068,1750.5,539,65,7,1
2069,2217.135,532,68,7,0
2070,5353.725,1336,83,7,1
2071,7106.745,1846,106,8,1
2072,1295.895,338,42,7,1
2073,954.66,285,43,6,1
2074,1982.715,493,58,7,1
2075,24.39,7,5,3,0
2076,10255.83,2373,81,7,1
2077,6651.075,1889,66,8,1
2078,10825.11,2688,70,7,1
2079,11115.915,2577,100,8,1
2080,3771.585,1160,63,7,1
2081,4593.03,1366,78,7,1
2082,12592.68,2831,79,7,1
2083,9531.81,2200,76,7,1
2084,10644.27,2841,110,8,1
2085,2036.415,655,72,7,1
2086,1547.25,429,56,6,1
2087,174.6,50,23,5,0
2088,8600.91,2026,73,8,1
2089,1774.44,582,69,7,1
2090,6478.44,1606,76,7,1
2091,2415.105,672,68,6,1
2092,12174.69,2837,82,7,1
2093,1904.445,520,46,7,1
2094,20706.66,4914,102,8,1
2095,25253.46,5244,44,6,1
2096,28301.64,6046,126,8,1
2097,4561.83,1141,62,7,1
2098,23914.77,4948,92,8,1
2099,8783.505,2358,69,7,1
2100,3084.105,839,65,7,1
2101,955.95,259,46,7,1
2102,6505.305,1741,85,7,1
2103,5735.775,1403,58,7,1
2104,3274.395,883,77,8,1
2105,2842.68,774,76,7,1
2106,2627.625,654,45,7,1
2107,2340.87,585,50,5,1
2108,2021.175,636,44,7,1
2109,1734.465,446,48,6,1
2110,355.095,99,34,4,0
2111,4188.975,1283,71,7,1
2112,1009.83,298,47,6,1
2113,5262.765,1156,67,7,1
2114,1659.105,504,62,7,1
2115,304.29,68,10,5,1
2116,1877.685,433,43,7,1
2117,12080.895,2646,84,8,1
2118,1273.635,328,43,6,1
2119,501.40500000000003,144,34,5,0
2120,7927.485,2043,79,7,1
2121,3734.325,1044,66,7,1
2122,1981.6200000000001,643,65,8,1
2123,6917.46,1797,86,8,1
2124,7613.115,1918,85,7,1
2125,2835.57,823,53,8,1
2126,3674.925,864,51,6,1
2127,14489.145,3023,83,7,1
2128,7731.36,2016,73,6,1
2129,7125.81,1863,86,7,1
2130,4293.36,1203,82,8,1
2131,804.0,258,39,6,1
2132,5030.805,1295,72,8,1
2133,7035.015,1968,76,7,1
2134,3792.885,1028,65,7,1
2135,7097.1449999999995,1352,63,7,1
2136,11392.53,2575,83,8,1
2137,2076.525,557,52,7,1
2138,12582.960000000001,2875,78,7,1
2139,371.13,96,21,4,0
2140,8068.35,1929,83,7,1
2141,2358.03,710,68,7,1
2142,3057.315,864,79,7,1
2143,18953.985,3798,95,7,1
2144,5679.12,1414,71,7,1
2145,6358.335,1676,82,8,1
2146,3809.97,975,70,7,1
2147,907.125,213,29,5,1
2148,2163.09,687,61,7,1
2149,4987.155,1349,68,7,1
2150,7881.285,2064,107,7,1
2151,4516.125,1087,58,7,1
2152,5378.61,1603,92,7,1
2153,8828.655,2166,70,7,1
2154,3683.88,1031,88,7,1
2155,3033.9900000000002,811,75,7,1
2156,3971.745,1194,71,7,1
2157,8270.28,1949,82,7,1
2158,9365.445,2281,80,8,1
2159,5313.735,1115,76,7,1
2160,4998.8550000000005,1295,47,8,1
2161,16594.725,4103,98,7,1
2162,2974.185,781,72,8,1
2163,4057.53,1075,76,7,1
2164,4942.83,1013,54,8,1
2165,4139.115,1261,84,7,1
2166,3224.295,773,62,7,1
2167,19545.165,4752,117,8,1
2168,2600.16,770,60,6,1
2169,3139.635,743,68,7,1
2170,6187.725,1429,73,7,1
2171,7441.47,1665,80,8,1
2172,4910.22,1018,70,7,1
2173,1070.745,318,48,6,1
2174,5982.315,1811,84,7,1
2175,370.305,98,24,4,0
2176,10905.495,2368,69,7,1
2177,8637.225,2210,99,8,1
2178,12495.03,2843,57,7,1
2179,646.74,215,44,6,1
2180,26.685000000000002,9,5,3,0
2181,4718.775,1207,76,7,1
2182,21104.625,4923,103,8,1
2183,11452.53,2911,112,8,1
2184,3975.27,1097,72,7,1
2185,1061.985,346,45,6,1
2186,3251.49,821,62,6,1
2187,8526.75,1824,84,8,1
2188,4897.11,1154,62,7,1
2189,20173.08,5139,91,7,1
2190,239.04,66,29,6,1
2191,5194.995,1222,62,7,1
2192,11550.66,2821,94,8,1
2193,7747.32,1740,72,7,1
2194,2352.945,502,67,7,1
2195,7371.585,1781,60,7,1
2196,1339.35,376,46,6,1
2197,4011.84,1047,76,8,1
2198,10206.405,2314,74,7,1
2199,6242.655,1574,68,7,1
2200,7401.84,1581,64,7,1
2201,9274.32,2549,87,8,1
2202,19391.97,4112,67,8,1
2203,1492.83,369,46,4,1
2204,5534.5199999999995,1483,83,8,1
2205,5053.8,1369,71,7,1
2206,5731.41,1569,80,7,1
2207,1236.6,368,51,5,1
2208,3733.725,742,44,7,1
2209,11238.63,2667,94,7,1
2210,1925.01,571,61,7,1
2211,10401.945,1932,62,6,1
2212,5431.05,1437,80,7,1
2213,3244.02,937,70,7,1
2214,6969.195,2022,85,7,1
2215,7326.135,1926,95,7,1
2216,1011.525,281,46,6,1
2217,1130.025,313,43,5,1
2218,756.51,177,32,6,1
2219,4623.03,1153,26,4,1
2220,657.8100000000001,199,46,7,0
2221,78184.2,16875,120,8,1
2222,2670.315,684,54,7,1
2223,3939.405,1017,65,8,1
2224,12303.345,3031,87,8,1
2225,1925.6100000000001,494,59,7,0
2226,19097.19,4544,121,8,1
2227,2855.13,653,45,6,1
2228,9545.79,2362,110,8,1
2229,15932.205,3234,78,8,1
2230,2935.62,905,79,7,1
2231,15954.12,3454,82,7,1
2232,464.625,136,36,5,0
2233,11320.08,2655,93,7,1
2234,2610.915,745,66,7,1
2235,5662.845,1461,75,7,1
2236,6691.65,1574,76,7,1
2237,20018.25,4613,97,7,1
2238,862.365,270,39,8,1
2239,3021.42,856,36,7,1
2240,3701.52,1220,75,8,1
2241,12585.885,2862,79,8,1
2242,3529.275,945,65,7,1
2243,6167.805,1470,68,6,1
2244,1294.395,338,50,7,1
2245,6061.83,935,38,7,1
2246,3904.62,976,68,7,1
2247,4519.305,1171,57,7,1
2248,9569.37,2150,92,8,1
2249,23.94,6,4,2,0
2250,37.29,15,11,4,0
2251,6998.745,1798,85,7,1
2252,550.62,166,38,6,0
2253,5875.185,1384,90,8,1
2254,2414.385,716,58,7,1
2255,5742.48,1633,94,8,1
2256,8029.8,2214,73,7,1
2257,22368.66,4856,101,8,1
2258,7865.34,2173,90,7,1
2259,13379.1,3045,80,8,1
2260,5731.485,1167,45,6,1
2261,6478.635,1813,91,7,1
2262,4844.7,1192,78,7,1
2263,1699.785,463,54,6,1
2264,11392.395,2592,86,8,1
2265,9556.53,2279,103,8,1
2266,12432.24,2720,85,8,1
2267,1530.705,366,29,7,1
2268,2442.57,813,71,8,1
2269,7499.895,1946,82,8,1
2270,3931.86,1130,78,7,1
2271,5099.43,1232,77,7,1
2272,3372.69,808,40,5,1
2273,4313.025,1161,75,8,1
2274,387.975,97,18,5,0
2275,739.155,231,46,6,1
2276,2882.325,775,64,8,1
2277,15453.525,3299,93,7,1
2278,2508.255,720,71,7,1
2279,4500.015,1331,69,7,1
2280,4146.645,1244,87,8,1
2281,1922.505,505,46,5,1
2282,5147.1,1408,70,7,1
2283,2007.945,622,65,7,1
2284,6423.81,1614,79,8,1
2285,10731.63,2592,82,8,1
2286,3747.63,1020,81,7,1
2287,187.335,52,14,4,0
2288,4739.25,1300,61,7,1
2289,3.69,1,1,1,0
2290,2373.945,627,54,6,1
2291,8495.145,2346,95,8,1
2292,4217.19,1173,84,7,1
2293,5647.41,1413,86,7,1
2294,1557.84,413,47,6,1
2295,1633.98,389,46,7,1
2296,145.53,43,21,5,0
2297,1308.165,420,52,7,1
2298,3193.47,934,64,7,1
2299,1026.18,363,59,8,1
2300,6169.845,1653,85,8,1
2301,3898.8450000000003,1060,75,8,1
2302,12748.8,2691,78,8,1
2303,16548.45,4060,108,8,1
2304,1099.725,270,39,7,1
2305,211.5,61,19,3,0
2306,6527.025,1461,68,8,1
2307,24141.78,5818,108,8,1
2308,3270.0,1014,78,7,1
2309,2389.2,606,61,7,1
2310,10072.44,2465,83,7,1
2311,1898.16,498,45,7,1
2312,22.185,10,9,5,0
2313,6057.75,1649,88,7,1
2314,9219.555,2374,90,7,1
2315,6162.825,1637,76,8,1
2316,256.77,70,20,4,0
2317,14235.15,3221,97,8,1
2318,2738.01,805,63,6,1
2319,4047.81,1117,68,8,1
2320,7922.955,1766,76,8,1
2321,914.565,334,59,7,1
2322,2355.03,667,81,7,1
2323,9321.54,2260,72,7,1
2324,2594.04,759,62,6,1
2325,2802.96,832,75,7,1
2326,1071.69,341,69,6,1
2327,8960.355,2290,82,7,1
2328,4032.66,1220,77,7,1
2329,9714.0,2346,100,7,1
2330,2275.635,521,45,7,1
2331,2779.11,595,41,5,1
2332,471.96,148,43,6,0
2333,5956.74,1517,73,7,1
2334,5902.23,1520,65,7,1
2335,4643.1900000000005,1280,78,7,1
2336,2880.705,811,79,8,1
2337,9541.56,1903,67,7,1
2338,17595.495,4365,102,8,1
2339,6216.585,1632,81,7,1
2340,3405.87,764,61,8,1
2341,2333.745,723,66,6,1
2342,1447.05,354,52,7,1
2343,425.04,115,27,5,0
2344,6374.46,1537,95,8,1
2345,5452.41,1338,74,7,1
2346,4141.485,998,71,7,1
2347,6431.58,1622,80,8,1
2348,5169.12,1473,88,7,1
2349,8643.03,1997,77,8,1
2350,5765.475,1530,92,8,1
2351,11580.315,2327,79,7,1
2352,16628.655,3891,103,8,1
2353,382.83,84,36,5,0
2354,4233.495,1077,76,7,1
2355,2318.775,524,50,8,1
2356,1054.725,306,39,5,1
2357,1286.46,365,42,5,1
2358,5184.36,1481,91,8,1
2359,6631.9800000000005,1724,84,7,1
2360,2142.435,594,74,7,1
2361,4647.36,1396,87,7,1
2362,1077.06,295,54,7,1
2363,1713.165,515,62,7,1
2364,1620.93,455,60,7,1
2365,4769.295,1189,73,7,1
2366,277.305,82,31,6,1
2367,269.925,81,31,7,0
2368,1363.68,291,34,5,1
2369,7874.49,2007,77,8,1
2370,288.96,74,27,4,0
2371,8622.795,2227,87,7,1
2372,1768.005,484,63,6,1
2373,2044.065,652,79,7,1
2374,5906.325,1393,83,7,1
2375,4929.885,1242,77,6,1
2376,5759.715,1542,64,7,1
2377,17655.825,3847,85,8,1
2378,15609.99,3808,79,7,1
2379,6165.045,1570,75,7,1
2380,7651.875,1865,77,6,1
2381,2254.47,649,68,7,1
2382,4592.79,1269,78,7,1
2383,14346.99,3261,101,8,1
2384,10842.195,2590,82,8,1
2385,8511.855,2101,97,7,1
2386,1485.225,392,42,7,1
2387,1202.7450000000001,307,44,5,1
2388,552.255,175,39,5,0
2389,2687.46,792,74,6,1
2390,1567.44,466,53,7,1
2391,8676.045,2258,107,8,1
2392,127714.23,24058,98,8,1
2393,12532.275,2965,91,8,1
2394,1911.54,458,55,7,1
2395,16491.78,4215,100,8,1
2396,10906.185,2465,74,7,1
2397,15380.895,3551,85,7,1
2398,18547.38,4168,89,8,1
2399,4338.18,1185,65,7,1
2400,5475.81,1396,64,7,1
2401,5268.615,1451,88,8,1
2402,10300.23,1793,66,7,1
2403,2614.56,652,47,7,1
2404,4075.275,1221,78,7,1
2405,3812.775,1028,63,7,1
2406,4425.945,1189,81,8,1
2407,6787.02,1831,84,7,1
2408,12783.18,2894,73,8,1
2409,2398.245,694,72,7,1
2410,6983.325,1379,53,7,1
2411,11310.555,2569,82,8,1
2412,44077.125,9869,137,8,1
2413,6985.29,1848,91,7,1
2414,18884.505,4551,93,8,1
2415,2551.425,785,52,6,1
2416,10197.48,2460,102,8,1
2417,25899.945,6137,111,8,1
2418,5385.99,1543,70,7,1
2419,4745.37,1404,74,7,1
2420,1648.815,467,66,7,1
2421,31134.39,6652,92,7,1
2422,7437.375,1598,65,6,1
2423,4772.1449999999995,1038,72,7,1
2424,8561.355,2148,95,8,1
2425,2115.18,583,57,6,1
2426,4026.36,955,61,7,1
2427,4428.345,1155,68,7,1
2428,11683.755,2861,87,8,1
2429,7268.085,1766,90,7,1
2430,168.78,35,12,4,0
2431,45766.665,9361,99,7,1
2432,4812.54,1214,74,7,1
2433,2427.63,724,74,7,1
2434,2061.915,645,57,6,1
2435,12130.41,2835,78,7,1
2436,1043.385,314,49,7,1
2437,2258.43,544,56,7,1
2438,1335.585,325,46,7,1
2439,5868.9,1358,78,8,1
2440,34862.91,7214,108,8,1
2441,5519.91,1335,80,7,1
2442,2678.895,668,52,6,1
2443,567.42,178,41,6,1
2444,9680.37,2094,67,8,1
2445,10013.1,2389,83,8,1
2446,1764.705,513,63,7,1
2447,6489.12,1701,95,7,1
2448,2192.745,758,64,7,1
2449,9942.045,2582,67,7,1
2450,6985.65,1887,100,8,1
2451,14133.9,3397,106,8,1
2452,29058.72,6060,103,7,1
2453,7667.58,2119,89,7,1
2454,6473.295,1636,85,8,1
2455,3535.44,967,64,7,1
2456,10723.095,2412,77,8,1
2457,13785.960000000001,3311,98,8,1
2458,8825.79,2249,92,7,1
2459,17714.64,4231,113,8,1
2460,4109.535,1011,77,7,1
2461,16606.17,3930,104,8,1
2462,8947.425,1719,29,5,1
2463,15805.875,3385,70,8,1
2464,26439.855,6451,125,8,1
2465,7403.85,2015,94,7,1
2466,5555.1,1407,82,7,1
2467,5915.265,1447,75,7,1
2468,1268.07,340,46,5,1
2469,10838.13,2388,91,8,1
2470,1274.79,415,62,6,1
2471,2087.1,545,43,6,1
2472,21895.755,5118,86,8,1
2473,9946.695,2455,94,7,1
2474,7874.295,2094,88,7,1
2475,2878.95,840,76,7,1
2476,1908.81,591,56,7,1
2477,262.365,80,31,5,0
2478,7483.005,1790,70,7,1
2479,2341.47,560,46,5,1
2480,445.02,141,42,7,1
2481,3727.185,1132,86,7,1
2482,3960.765,1026,78,8,1
2483,5042.325,1356,70,7,1
2484,3527.28,969,90,7,1
2485,5075.01,1512,70,7,1
2486,3352.305,976,64,7,1
2487,5150.8949999999995,1307,81,7,1
2488,1708.71,535,29,5,1
2489,9356.385,2490,90,7,1
2490,6692.235,1696,86,8,1
2491,4570.335,1118,72,7,1
2492,11242.95,2931,77,7,1
2493,5133.72,1289,76,8,1
2494,6386.88,1713,86,7,1
2495,139.92,37,17,5,0
2496,12888.075,3151,97,7,1
2497,6331.98,1451,71,7,1
2498,11809.665,2795,84,7,1
2499,5041.59,1206,78,8,1
2500,7745.61,1999,75,7,1
2501,2663.955,684,57,6,1
2502,4272.81,1160,82,8,1
2503,997.8,261,57,7,0
2504,2577.555,735,61,7,1
2505,2032.2,624,66,7,1
2506,1390.725,298,17,5,1
2507,4188.495,1193,74,7,1
2508,3564.57,1017,78,7,1
2509,11637.66,2783,70,7,1
2510,376.35,118,36,5,0
2511,10228.11,1850,57,7,1
2512,810.225,256,56,6,1
2513,6528.135,1943,85,7,1
2514,15190.71,3657,88,8,1
2515,5287.635,1483,65,8,1
2516,5759.79,1370,65,7,1
2517,8200.635,2088,87,7,1
2518,8349.06,1760,67,6,1
2519,6034.935,1473,77,7,1
2520,12027.945,3118,77,8,1
2521,6637.0199999999995,1642,85,8,1
2522,41662.05,9094,113,8,1
2523,1782.795,408,32,6,1
2524,3352.725,829,60,7,1
2525,1097.775,247,40,6,1
2526,4334.325,1215,62,7,1
2527,14800.845,3582,112,8,1
2528,863.49,211,38,4,1
2529,255.99,77,31,5,1
2530,667.74,165,44,7,0
2531,3362.655,926,65,7,1
2532,17111.985,3892,101,8,1
2533,6616.215,1693,85,7,1
2534,4064.415,902,85,8,1
2535,4222.395,1084,79,8,1
2536,3156.69,889,79,8,1
2537,4022.58,1039,80,8,1
2538,8606.25,1899,75,8,1
2539,737.835,199,34,7,0
2540,11030.895,2558,83,7,1
2541,16101.81,3558,87,8,1
2542,1139.085,341,38,7,1
2543,266.325,78,37,6,0
2544,267.12,83,22,5,0
2545,6944.46,1759,74,7,1
2546,7705.605,1815,85,7,1
2547,17424.645,3697,91,8,1
2548,2293.47,694,74,7,1
2549,10148.79,2577,87,8,1
2550,363.375,107,32,5,0
2551,4040.205,1078,82,8,1
2552,1614.51,369,45,5,1
2553,620.31,129,32,6,0
2554,6066.045,1629,95,7,1
2555,7688.04,1891,86,8,1
2556,4414.125,1310,82,7,1
2557,573.4350000000001,176,45,7,1
2558,185.355,52,19,5,0
2559,2867.76,808,74,7,1
2560,9361.545,2555,97,8,1
2561,29177.4,5350,85,8,1
2562,4820.3550000000005,1430,82,8,1
2563,30394.785,6169,76,8,1
2564,4917.03,1208,84,7,1
2565,983.805,291,39,6,1
2566,528.945,143,38,5,0
2567,6650.505,1784,88,8,1
2568,14580.09,2790,61,7,1
2569,16172.445,3945,86,8,1
2570,20431.08,4662,91,8,1
2571,3135.675,656,44,7,1
2572,453.36,117,33,5,1
2573,10846.65,2254,73,7,1
2574,6513.45,1620,68,7,1
2575,7609.995,1873,93,7,1
2576,396.18,106,26,6,0
2577,1222.38,347,46,7,1
2578,299.04,70,16,3,0
2579,13574.37,3701,104,8,1
2580,8358.12,1938,101,8,1
2581,2135.07,592,59,7,1
2582,3155.115,660,48,7,1
2583,4070.43,915,77,8,1
2584,12372.03,2823,91,7,1
2585,17456.4,4460,106,8,1
2586,23444.085,4823,104,8,1
2587,1756.2,405,54,7,1
2588,9784.995,2637,74,7,1
2589,5286.81,1467,76,7,1
2590,2428.35,541,53,7,1
2591,2802.465,913,69,7,1
2592,10526.865,2539,92,7,1
2593,3355.785,1021,73,7,1
2594,3045.165,795,66,7,1
2595,10470.9,2200,78,7,1
2596,1839.165,551,54,7,1
2597,220.665,63,21,4,0
2598,400.185,121,34,5,0
2599,4386.615,1078,70,7,1
2600,3973.245,1153,81,7,1
2601,7521.3,1686,82,7,1
2602,4959.315,1291,64,7,1
2603,1346.265,406,50,7,1
2604,5394.975,1137,62,7,1
2605,3824.865,817,74,7,1
2606,1191.525,335,24,5,1
2607,13739.835,3624,96,7,1
2608,6546.57,1693,75,7,1
2609,3054.975,798,72,7,1
2610,38.895,15,13,4,0
2611,900.96,253,43,5,1
2612,3764.085,1037,72,7,1
2613,13423.635,2150,72,8,1
2614,16064.4,3702,114,7,1
2615,1931.685,528,62,7,1
2616,8594.715,2207,76,7,1
2617,189.79500000000002,54,6,2,0
2618,3663.69,1056,74,8,1
2619,1708.455,498,52,7,1
2620,5489.265,1574,90,7,1
2621,4477.2,1290,92,8,1
2622,2969.505,765,59,6,1
2623,20262.975,4561,111,8,1
2624,2040.465,683,83,8,1
2625,1758.945,470,50,6,1
2626,11574.825,2479,92,7,1
2627,4299.75,1243,72,6,1
2628,6110.985,1572,73,7,1
2629,1544.19,472,52,7,1
2630,1488.765,349,56,5,0
2631,6651.555,1796,76,7,1
2632,13073.67,3173,95,7,1
2633,4561.515,1442,89,7,1
2634,37.125,14,10,4,0
2635,3334.995,867,72,7,1
2636,1774.17,469,49,7,1
2637,1755.66,519,70,7,1
2638,10873.215,2587,88,7,1
2639,575.145,155,31,6,1
2640,5188.005,1397,75,7,1
2641,2851.665,709,49,6,1
2642,1639.98,513,65,6,1
2643,22659.48,4847,90,8,1
2644,2995.38,689,54,6,1
2645,507.345,147,39,6,1
2646,4559.115,1303,67,7,1
2647,15979.38,3396,101,8,1
2648,15941.67,3215,79,7,1
2649,5601.72,1523,72,7,1
2650,506.77500000000003,131,36,5,0
2651,8845.2,2207,80,8,1
2652,4253.52,1102,74,7,1
2653,14170.29,2648,61,8,1
2654,3312.225,843,74,7,1
2655,4336.7699999999995,1208,75,7,1
2656,23369.385,5425,103,8,1
2657,2434.905,603,29,8,1
2658,1600.845,349,44,7,1
2659,9606.465,1949,86,8,1
2660,2997.675,732,52,8,1
2661,4321.935,1082,67,6,1
2662,6155.73,1333,74,7,1
2664,12077.58,3328,88,7,1
2665,8988.63,1970,82,7,1
2666,2308.605,630,74,7,1
2667,0.0,0,1,1,0
2668,131.265,28,9,3,0
2669,2818.695,790,66,6,1
2670,5202.765,1303,86,8,1
2671,3705.03,1108,80,7,1
2672,8328.18,2083,91,8,1
2673,26774.115,5512,77,7,1
2674,34142.88,7723,109,8,1
2675,5729.49,1247,68,8,1
2676,1192.26,345,60,6,1
2677,15127.935,3409,88,8,1
2678,3616.26,1073,67,7,1
2679,15198.945,2921,62,7,1
2680,7813.545,1558,55,6,1
2681,673.65,213,51,5,1
2682,15145.995,3323,67,8,1
2683,7523.415,1810,80,8,1
2684,16000.44,3630,100,7,1
2685,13295.55,3222,92,8,1
2686,5573.01,1575,82,7,1
2687,13522.35,3146,97,7,1
2688,13712.805,3113,97,7,1
2689,8565.495,2226,87,8,1
2690,2449.095,635,57,6,1
2691,3289.44,844,62,7,1
2692,5902.5,1275,71,7,1
2693,470.67,128,27,5,0
2694,13522.47,2966,109,7,1
2695,247.95,48,5,2,0
2696,3666.63,1152,78,7,1
2697,6784.68,1701,78,6,1
2698,3348.78,810,55,7,1
2699,4750.875,1259,69,7,1
2700,8728.02,2222,93,7,1
2701,51105.285,10161,128,8,1
2702,1846.755,529,56,7,1
2703,822.99,250,43,6,0
2704,3740.1,1022,70,7,1
2705,9031.995,2038,86,7,1
2706,2103.195,623,71,7,1
2707,8318.565,2154,70,7,1
2708,27455.91,5154,55,7,1
2709,2242.26,650,44,7,1
2710,1327.785,385,31,5,1
2711,10952.91,2844,65,7,1
2712,12011.1,2580,77,8,1
2713,3612.975,964,63,7,1
2714,11560.86,2609,83,8,1
2715,3060.015,831,72,7,1
2716,9147.54,2479,93,8,1
2717,908.9399999999999,218,45,6,1
2718,9462.315,2271,92,8,1
2719,4201.425,1096,82,7,1
2720,32237.655,6798,80,7,1
2721,402.6,111,31,5,0
2722,16301.13,3620,89,8,1
2723,6334.125,1327,40,4,1
2724,2275.305,564,58,7,1
2725,13364.985,2806,69,7,1
2726,18294.84,3938,64,8,1
2727,6983.43,1871,92,7,1
2728,3344.145,942,68,7,1
2729,4420.605,1253,88,7,1
2730,2693.31,860,61,6,1
2731,17527.65,4047,116,8,1
2732,1659.945,457,58,6,1
2733,1082.67,291,72,7,0
2734,4591.77,992,51,7,1
2735,5287.125,1315,81,7,1
2736,5682.45,1433,69,8,1
2737,23349.48,4627,81,7,1
2739,5611.9800000000005,1479,61,7,1
2740,3906.885,1072,81,7,1
2741,3639.69,989,68,6,1
2742,14406.42,3518,84,8,1
2743,2702.145,780,74,6,1
