ID Cliente,Tamaño de Cliente,Meses Comprados,N° Meses Comprados,Activo
4272,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4280,MICRO,"['Julio', 'Noviembre']",2,0
4286,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4304,MICRO,['Enero'],1,0
4307,CHICO,['Enero'],1,0
4312,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4329,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4334,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4336,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4341,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4356,CHICO,['Enero'],1,0
4361,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4367,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4387,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4389,MICRO,"['Enero', 'Febrero']",2,0
4399,MICRO,['Enero'],1,0
4402,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4415,MICRO,"['Enero', 'Febrero']",2,0
4416,MICRO,"['Enero', 'Febrero']",2,0
4447,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4464,CHICO,"['Enero', 'Febrero', 'Marzo']",3,0
4475,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4476,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4487,MICRO,"['Enero', 'Febrero']",2,0
4493,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4496,MICRO,['Enero'],1,0
4534,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4552,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4556,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4557,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4559,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4560,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4581,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4588,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4592,MICRO,"['Enero', 'Febrero']",2,0
4604,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4605,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4606,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4625,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4629,MICRO,['Febrero'],1,0
4630,MICRO,"['Enero', 'Febrero']",2,0
4631,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
4635,MICRO,['Enero'],1,0
4646,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4653,MICRO,['Enero'],1,0
4662,MICRO,"['Agosto', 'Febrero', 'Julio', 'Marzo', 'Mayo']",5,0
4663,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4679,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4680,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4689,MICRO,['Enero'],1,0
4690,MICRO,['Marzo'],1,0
4692,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4701,CHICO,"['Enero', 'Febrero']",2,0
4702,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4703,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4712,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4725,MICRO,['Enero'],1,0
4742,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4752,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
4757,CHICO,"['Enero', 'Febrero', 'Marzo']",3,0
4760,MICRO,['Enero'],1,0
4761,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4764,MICRO,['Enero'],1,0
4771,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4775,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
4811,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
4817,MICRO,"['Abril', 'Enero', 'Febrero', 'Julio', 'Marzo', 'Mayo']",6,0
