ID Cliente,Total Ventas USD,Total Cajas,Productos Diferentes,Categorías Diferentes,Meses Diferentes,Cluster
5374,243.76500000000001,86,32,5,3,0
5375,326.71500000000003,93,25,6,3,0
5376,553.545,152,38,6,3,2
5377,490.38,122,26,6,3,0
5378,564.225,115,22,5,3,0
5379,645.225,142,45,7,3,2
5380,1205.7,309,37,6,3,2
5381,203.91,57,21,5,3,0
5382,859.35,181,33,6,3,2
5383,1176.36,305,50,7,3,2
5384,109.02,24,7,2,3,0
5385,306.96,98,26,5,3,0
5386,755.055,216,35,6,3,2
5387,1664.475,383,51,6,3,2
5388,283.875,95,35,5,3,0
5389,2205.855,548,51,7,3,1
5390,809.655,207,61,8,3,2
5391,286.98,70,23,6,3,0
5392,63.81,18,4,1,1,3
5393,558.51,150,34,6,3,2
5394,8.745,3,2,2,1,3
5395,196.07999999999998,56,29,4,3,0
5396,137.475,37,13,5,3,0
5397,631.095,178,43,5,3,2
5398,230.565,57,20,6,3,0
5399,304.815,86,34,5,3,0
5400,668.475,215,51,6,3,2
5401,633.8100000000001,159,30,6,3,2
5402,978.09,243,32,6,3,2
5403,1318.215,315,38,5,3,2
5404,111.12,33,15,4,3,0
5405,279.765,55,8,2,3,0
5406,411.69,120,38,6,3,2
5407,1728.51,487,64,7,3,1
5408,159.75,56,25,7,3,2
5409,330.765,81,17,7,3,0
5410,425.65500000000003,105,24,5,3,0
5411,997.425,254,42,6,3,2
5412,274.575,34,17,6,3,0
5413,190.23,55,20,5,2,3
5414,367.515,68,13,3,3,0
5415,914.775,223,47,6,3,2
5416,1692.315,424,56,7,3,2
5417,572.235,135,27,5,3,0
5418,660.645,177,32,7,3,2
5419,404.325,110,31,4,3,0
5420,688.905,177,39,6,3,2
5421,249.225,63,24,5,3,0
5422,301.365,63,12,4,3,0
5423,719.925,185,42,7,3,2
5424,1090.17,276,50,7,3,2
5425,527.325,136,32,5,3,0
5426,891.285,217,46,6,3,2
5427,399.18,106,29,6,3,0
5428,1024.065,258,42,7,3,2
5429,514.92,145,37,5,3,0
5430,151.005,46,16,3,3,0
5431,590.9399999999999,143,32,6,3,2
5432,273.405,83,34,6,3,2
5433,1445.595,342,51,6,3,2
5434,427.26,109,18,3,3,0
5435,234.57,63,27,6,3,0
5436,848.85,185,28,5,3,0
5437,1137.435,289,36,6,3,2
5438,1181.925,277,28,4,3,0
5439,677.745,173,39,5,3,2
5440,99.855,29,14,4,3,0
5441,446.025,121,30,5,3,0
5442,380.295,92,13,4,3,0
5443,694.53,161,36,7,3,2
5444,987.195,237,58,8,3,2
5445,568.3199999999999,167,52,7,3,2
5446,226.725,57,24,4,3,0
5447,167.91,43,13,4,3,0
5448,69.09,21,12,3,2,3
5449,430.56,127,26,5,3,0
5450,1496.715,369,49,5,3,2
5451,434.72999999999996,110,22,6,3,0
5452,572.295,155,33,6,3,2
5453,443.625,108,32,5,3,0
5454,370.965,102,27,6,3,0
5455,271.26,85,28,4,3,0
5456,400.02,109,30,6,3,0
5457,126.975,35,20,5,3,0
5458,354.96,96,14,2,3,0
5459,294.75,106,34,5,3,0
5460,3909.045,894,82,7,3,1
5461,870.855,224,42,6,3,2
5462,117.3,40,23,6,3,0
5463,1153.005,282,36,7,3,2
5464,540.69,140,39,7,3,2
5465,5.445,2,2,2,1,3
5466,447.795,115,22,5,3,0
5467,437.13,83,22,4,3,0
5468,960.045,206,35,6,3,2
5469,443.415,85,11,3,3,0
5470,367.215,99,19,5,3,0
5471,972.69,250,47,7,3,2
5472,365.61,103,22,4,3,0
5473,224.895,57,18,5,3,0
5474,590.91,158,35,6,3,2
5475,1229.355,318,57,7,3,2
5476,219.51,73,23,4,3,0
5477,1180.26,297,43,7,3,2
5478,499.65,132,36,6,3,2
5479,440.67,120,30,5,3,0
5480,271.14,56,10,3,3,0
5481,701.1,173,41,6,3,2
5482,81.315,31,16,5,3,0
5483,1980.18,438,35,6,3,2
5484,355.83,90,25,6,3,0
5485,1065.015,319,61,7,3,2
5486,442.38,132,19,4,3,0
5487,2333.19,484,43,7,3,1
5488,22.455,5,5,3,1,3
5489,187.425,59,22,6,3,0
5490,410.07,120,32,6,3,2
5491,548.475,149,42,6,3,2
5492,243.345,74,28,6,3,0
5493,1166.04,307,49,7,3,2
5494,472.395,94,13,4,3,0
5495,292.035,89,28,5,3,0
5496,382.8,104,42,6,3,2
5497,695.49,217,43,6,3,2
5498,457.68,122,32,5,3,0
5499,562.005,133,32,5,3,0
5500,698.16,152,28,5,3,0
5501,2036.01,436,59,7,3,1
5502,360.315,102,32,6,2,3
5503,785.55,191,42,6,3,2
5504,157.29,52,24,5,3,0
5505,1885.785,427,61,8,3,1
5506,992.955,237,47,6,3,2
5507,1227.375,317,56,6,3,2
5508,34.92,11,7,3,2,3
5509,670.755,195,41,6,3,2
5510,273.285,77,32,5,3,0
5511,210.645,41,7,3,3,0
5512,385.545,107,25,5,3,0
5513,1217.28,322,52,7,3,2
5514,1282.29,331,42,6,3,2
5515,153.03,44,21,5,3,0
5516,595.08,141,32,6,3,2
5517,664.455,162,30,6,3,2
5518,1548.45,402,46,7,3,2
5519,134.29500000000002,39,19,5,3,0
5520,322.455,83,20,5,3,0
5521,994.995,246,33,4,3,0
5522,2037.435,480,50,7,3,1
5523,771.51,200,41,6,3,2
5524,10.515,3,1,1,1,3
5525,86.085,30,19,6,3,0
5526,236.76,54,16,4,3,0
5527,270.9,75,26,6,3,0
5528,147.66,31,9,5,3,0
5529,426.96000000000004,112,41,7,3,2
5530,489.495,137,34,5,3,0
5531,127.065,32,15,4,3,0
5532,663.57,176,33,7,3,2
5533,1317.18,313,48,7,3,2
5534,359.71500000000003,108,30,5,3,0
5535,564.18,109,17,5,3,0
5536,365.805,91,30,7,3,2
5537,524.55,126,28,5,3,0
5538,101.39999999999999,22,12,4,3,0
5539,671.46,152,32,4,3,0
5540,218.13,77,31,6,3,0
5541,801.705,208,45,6,3,2
5542,242.82,85,34,5,3,0
5543,296.97,76,16,3,3,0
5544,2092.2000000000003,369,25,4,3,0
5545,37.14,14,10,4,2,3
5546,409.08,123,40,6,3,2
5547,2020.125,494,80,7,3,1
5548,473.64,111,31,6,3,2
5549,412.8,99,27,6,3,0
5550,607.305,117,27,7,3,2
5551,177.21,59,31,4,3,0
5552,619.38,176,40,7,3,2
5553,98.25,45,13,4,3,0
5554,168.99,53,21,4,3,0
5555,425.52,120,30,5,3,0
5556,1340.52,327,57,7,3,2
5557,376.755,96,17,5,3,0
5558,208.335,55,15,3,3,0
5559,346.515,97,38,6,2,2
5560,86.79,30,15,4,2,3
5561,135.24,48,24,5,3,0
5562,464.955,92,17,4,3,0
5563,35.385000000000005,10,5,3,2,3
5564,1713.345,390,52,8,3,2
5565,328.65,88,32,4,3,0
5566,611.745,165,41,6,3,2
5567,163.53,44,17,5,3,0
5568,94.32,19,6,2,3,0
5569,220.545,65,21,5,3,0
5570,708.12,162,27,4,3,0
5571,19.56,8,7,3,1,3
5572,364.68,132,44,5,3,2
5573,522.9,126,27,6,3,0
5574,1207.755,279,51,7,3,2
5575,11141.745,1974,40,4,3,1
5576,236.58,52,16,5,3,0
5577,965.79,283,54,6,3,2
5578,599.52,166,35,7,3,2
5579,332.745,103,31,7,3,2
5580,795.81,187,41,7,3,2
5581,41.28,12,8,4,2,3
5582,142.005,45,28,6,2,3
5583,165.96,50,26,6,2,3
5584,233.295,70,26,6,2,3
5585,362.82,84,35,6,1,3
5586,34.245,8,5,3,2,3
5587,357.66,105,28,5,3,0
5588,336.96,100,27,4,3,0
5589,989.415,268,49,8,3,2
5590,1290.66,307,69,7,3,2
5591,655.89,184,42,6,3,2
5592,543.225,104,19,5,3,0
5593,192.27,62,23,5,3,0
5594,278.565,73,24,5,3,0
5595,1221.825,244,27,3,3,0
5596,57.615,16,13,4,3,0
5597,386.955,88,22,4,3,0
5598,621.765,174,40,6,3,2
5599,321.48,92,27,6,3,0
5600,156.6,45,19,7,3,0
5601,83.78999999999999,26,14,3,3,0
5602,553.575,151,29,6,3,2
5603,741.5550000000001,203,47,7,3,2
5604,155.055,33,12,5,2,3
5605,213.79500000000002,64,16,4,3,0
5606,122.67,40,11,3,3,0
5607,1157.895,281,39,5,3,2
5608,265.95,70,25,6,3,0
5609,1890.525,428,49,7,3,2
5610,1203.435,292,44,6,3,2
5611,1254.6299999999999,302,49,5,3,2
5612,819.66,225,50,6,3,2
5613,716.925,190,39,6,3,2
5614,427.84499999999997,126,35,5,3,0
5615,30.63,10,2,1,2,3
5616,238.095,80,32,6,3,0
5617,667.8149999999999,179,30,4,3,0
5618,1464.075,351,59,7,3,2
5619,1540.665,373,53,7,3,2
5620,205.38000000000002,58,11,3,3,0
5621,1097.925,271,44,6,3,2
5622,1037.085,251,39,7,3,2
5623,293.01,93,30,5,3,0
5624,103.5,32,16,3,3,0
5625,96.6,24,12,3,2,3
5626,174.795,42,14,5,3,0
5627,0.0,0,2,2,1,3
5628,536.0699999999999,139,34,8,3,2
5629,543.165,141,56,5,2,2
5630,713.52,179,40,7,3,2
5631,683.64,176,37,6,3,2
5632,636.765,147,34,5,3,0
5633,46.95,19,11,2,1,3
5634,240.33,82,27,6,3,0
5635,621.795,157,35,4,3,0
5636,358.695,84,26,5,3,0
5637,84.50999999999999,23,7,4,3,0
5638,144.495,44,23,5,2,3
5639,338.595,94,22,4,3,0
5640,620.475,161,43,6,3,2
5641,925.335,225,35,6,3,2
5642,322.65,70,12,3,3,0
5643,190.17000000000002,53,12,4,3,0
5644,478.8,109,31,5,3,0
5645,1104.375,279,50,7,3,2
5646,384.375,116,30,6,3,0
5647,417.165,105,38,6,3,2
5648,240.0,85,37,6,3,2
5649,724.515,185,49,6,3,2
5650,861.03,247,45,7,3,2
5651,3529.1549999999997,637,5,2,1,3
5652,1165.8,259,37,6,3,2
5653,632.145,154,25,5,3,0
5654,564.27,168,34,5,3,0
5655,3.6,3,3,2,1,3
5656,451.32,128,33,5,3,0
5657,681.54,192,43,7,3,2
5658,2998.65,589,39,5,3,1
5659,647.325,175,49,8,3,2
5660,492.195,108,23,5,3,0
5661,1304.055,284,22,5,3,0
5662,808.605,227,43,7,3,2
5663,328.77,68,19,7,3,0
5664,446.385,133,33,5,3,0
5665,168.42000000000002,49,17,2,3,0
5666,599.73,140,26,5,3,0
5667,909.885,202,27,5,3,0
5668,632.865,186,29,6,3,2
5669,580.425,125,22,4,3,0
5670,342.345,103,37,5,3,0
5671,606.27,158,29,5,3,0
5672,552.705,160,41,6,3,2
5673,20.145,7,5,3,2,3
5674,562.425,132,32,6,3,2
5675,135.315,46,16,4,3,0
5676,434.1,132,36,6,3,2
5677,294.75,83,33,5,3,0
5678,1436.31,375,52,7,3,2
5679,317.055,80,24,4,3,0
5680,803.52,228,54,8,3,2
5681,296.595,86,31,5,3,0
5682,615.0,156,55,7,3,2
5683,513.375,143,36,5,3,0
5684,230.1,59,15,6,3,0
5685,123.345,38,20,7,1,3
5686,299.25,70,22,4,3,0
5687,123.525,37,25,5,3,0
5688,383.43,113,31,5,3,0
5689,424.68,117,35,5,3,0
5690,489.465,120,28,4,3,0
5691,374.025,99,35,5,3,0
5692,889.95,214,38,7,3,2
5693,315.27,73,6,1,3,0
5694,1929.345,524,67,7,3,1
5695,260.34,77,32,5,3,0
5696,394.035,92,21,5,3,0
5697,230.925,60,20,4,3,0
5698,563.145,141,29,5,3,0
5699,245.865,78,34,6,3,2
5700,632.445,162,31,5,3,0
5701,52.935,16,11,4,2,3
5702,380.46,112,37,7,3,2
5703,1324.32,344,60,7,3,2
5704,271.08,85,25,4,3,0
5705,425.865,109,31,5,3,0
5706,513.45,111,25,5,3,0
5707,158.70000000000002,46,13,5,3,0
5708,380.13,101,27,4,3,0
5709,2110.815,444,47,7,3,2
5710,1222.83,198,18,3,3,0
5711,313.92,93,32,6,3,0
5712,354.48,83,30,5,3,0
5713,529.95,152,39,5,3,0
5714,352.74,99,35,6,3,2
5715,1128.8700000000001,289,36,5,3,2
5716,1572.435,389,60,7,3,2
5717,209.43,59,26,5,3,0
5718,745.38,200,48,6,3,2
5719,283.77,88,28,6,3,0
5720,562.425,153,41,5,3,2
5721,300.78,90,19,5,3,0
5722,340.83,100,30,6,3,0
5723,757.14,197,41,6,3,2
5724,1722.2549999999999,410,64,7,3,2
5725,198.195,63,31,5,3,0
5726,337.60499999999996,92,27,6,3,0
5727,101.64,30,14,4,3,0
5728,549.45,158,43,6,3,2
5729,1334.7450000000001,320,47,7,3,2
5730,567.405,172,40,5,3,2
5731,610.02,153,36,7,3,2
5732,112.74,35,17,5,3,0
5733,1013.085,240,45,6,3,2
5734,357.84,70,18,6,3,0
5735,577.095,163,33,5,3,0
5736,707.13,172,44,7,3,2
5737,472.59000000000003,131,36,6,3,2
5738,108.42,33,14,4,3,0
5739,629.355,143,30,5,3,0
5740,309.69,95,29,5,2,3
5741,761.535,205,37,5,3,2
5742,938.325,244,40,6,3,2
5743,560.355,150,37,5,3,0
5744,1980.03,438,58,8,3,1
5745,543.1800000000001,153,33,5,3,0
5746,228.21,64,23,4,3,0
5747,664.305,168,30,5,3,0
5748,1590.255,385,54,7,3,2
5749,263.175,75,31,6,3,0
5750,1046.415,257,53,7,3,2
5751,435.54,130,35,6,3,2
5752,434.73,127,36,4,3,0
5753,583.005,153,33,5,3,0
5754,836.745,215,33,4,3,0
5756,174.54,54,19,5,3,0
5757,2016.93,393,57,7,3,2
5758,109.89,35,13,3,2,3
5759,247.605,68,24,6,3,0
5760,41.265,15,11,5,1,3
5761,7.05,2,2,2,1,3
5762,1573.98,366,48,6,3,2
5763,867.5550000000001,211,35,5,3,2
5764,9665.295,1567,1,1,1,1
5765,1258.665,319,65,7,3,2
5766,286.92,72,23,7,2,3
5767,165.9,45,8,3,3,0
5768,437.895,116,36,7,3,2
5769,744.855,223,50,7,3,2
5770,1225.44,332,54,6,3,2
5771,518.55,130,28,5,3,0
5772,579.375,157,42,5,3,2
5773,677.085,170,43,6,3,2
5774,194.535,51,24,4,3,0
5775,12.39,7,5,3,1,3
5776,2620.29,596,60,7,3,1
5777,676.23,149,32,6,3,2
5778,549.84,137,28,5,3,0
5779,129.375,40,12,4,3,0
5780,427.83,132,38,5,3,0
5781,403.17,116,41,7,3,2
5782,585.84,177,62,7,3,2
5783,1181.85,289,47,8,3,2
5784,203.23499999999999,59,22,5,3,0
5785,544.05,144,29,5,3,0
5786,218.23499999999999,67,32,5,3,0
5787,580.89,168,45,6,3,2
5788,188.28,54,20,5,3,0
5789,78.3,19,7,2,1,3
5791,511.755,144,42,7,3,2
5792,122.295,38,9,3,3,0
5793,144.255,45,17,5,3,0
5794,219.255,72,26,6,3,0
5795,358.605,102,46,7,2,2
5796,521.25,142,41,6,3,2
5797,303.69,96,39,7,3,2
5798,679.26,190,47,6,3,2
5799,501.21,130,44,8,3,2
5800,805.485,230,56,7,3,2
5801,226.23,84,41,6,3,2
5802,623.445,167,37,5,3,0
5803,253.035,76,25,5,3,0
5804,684.78,202,38,6,3,2
5805,244.905,81,29,5,3,0
5806,667.17,186,40,5,3,2
5807,90.15,27,15,5,3,0
5808,174.78,44,18,6,3,0
5809,2939.1749999999997,609,59,7,3,1
5810,456.645,118,22,5,3,0
5811,1266.9,301,49,7,3,2
5812,245.95499999999998,74,23,5,3,0
5813,270.34499999999997,89,33,5,3,0
5814,532.02,137,30,7,3,2
5815,281.64,68,20,5,2,3
5816,871.29,209,43,6,3,2
5817,119.505,39,22,5,3,0
5818,2028.585,518,49,6,3,1
5819,58.995000000000005,14,11,3,2,3
5820,973.8,235,50,8,3,2
5821,335.85,105,34,6,3,2
5822,150.225,45,19,4,3,0
5823,223.395,77,22,4,3,0
5824,432.27,117,40,7,3,2
5825,566.505,140,31,6,3,2
5826,97.605,29,16,4,1,3
5827,57.315,19,12,3,1,3
5828,238.305,70,20,4,3,0
5829,369.435,83,31,7,3,2
5830,559.68,135,33,6,3,2
5831,244.725,57,21,5,3,0
5832,1206.465,296,43,5,3,2
5833,1241.385,270,35,6,3,2
5834,458.34,110,31,5,3,0
5835,170.37,55,19,5,3,0
5836,407.145,132,38,5,3,0
5837,66.165,18,9,3,3,0
5838,102.255,32,20,5,3,0
5839,538.335,148,7,1,3,0
5840,158.145,43,19,5,3,0
5841,693.135,161,34,7,3,2
5842,825.87,208,32,6,3,2
5843,577.77,144,38,6,3,2
5844,655.485,181,34,6,3,2
5845,295.95,89,36,6,3,2
5846,840.495,226,49,6,3,2
5847,1521.645,273,45,7,3,2
5848,185.655,58,16,3,3,0
5850,1203.3,307,60,7,3,2
5851,610.605,148,39,6,3,2
5852,448.56,122,31,5,3,0
5853,572.13,152,31,6,3,2
5854,166.335,52,16,3,3,0
5855,398.76,122,43,5,3,2
5856,183.45,58,20,5,3,0
5857,420.09000000000003,121,36,7,3,2
5858,234.27,74,31,6,3,0
5859,1499.16,314,40,8,3,2
5860,512.22,147,47,7,3,2
5861,545.025,123,23,4,3,0
5862,900.4350000000001,215,37,5,3,2
5863,175.05,50,18,4,3,0
5864,2771.91,615,67,8,3,1
5865,190.71,40,10,3,3,0
5866,594.57,151,44,6,3,2
5867,647.985,148,31,6,3,2
5868,538.605,156,56,6,3,2
5869,30.78,10,7,3,1,3
5870,976.02,263,51,7,3,2
5871,720.825,193,45,7,3,2
5872,5480.415,1040,53,6,3,1
5873,1039.92,247,32,7,3,2
5874,1055.94,277,51,6,3,2
5875,167.115,54,21,5,3,0
5876,921.4350000000001,216,57,7,3,2
5877,184.335,59,19,4,3,0
5878,305.745,90,12,3,3,0
5879,490.41,143,32,5,3,0
5880,83.865,22,10,5,2,3
5881,438.66,122,28,6,3,0
5882,1351.335,328,52,7,3,2
5883,284.385,98,37,6,3,2
5884,104.715,33,17,5,1,3
5885,274.92,90,32,5,3,0
5886,115.2,38,18,6,2,3
5887,517.545,153,39,7,3,2
5888,268.56,72,18,6,3,0
5889,104.79,42,23,4,2,3
5890,185.67000000000002,53,22,5,3,0
5891,684.3000000000001,202,43,7,3,2
5892,880.65,249,55,7,3,2
5893,10.695,4,3,2,1,3
5894,16.11,6,6,4,1,3
5895,390.615,84,9,1,3,0
5896,303.675,91,36,6,3,2
5897,305.55,90,37,6,3,2
5898,307.35,64,19,3,3,0
5899,184.635,56,18,3,3,0
5900,390.675,108,36,5,3,0
5901,423.015,121,27,2,3,0
5902,664.41,156,37,6,3,2
5903,524.28,126,32,7,3,2
5904,711.87,160,29,7,3,2
5905,1411.9950000000001,342,24,7,3,2
5906,385.74,71,15,4,3,0
5907,1194.33,268,45,7,3,2
5908,243.78,71,34,5,3,0
5909,229.54500000000002,65,18,5,3,0
5910,471.27,97,18,5,3,0
5911,1562.85,342,49,7,3,2
5912,576.45,150,30,4,3,0
5913,71.685,13,5,2,3,0
5914,393.105,74,15,2,3,0
5915,689.985,166,38,6,3,2
5916,412.395,131,34,7,3,2
5917,363.45,82,23,3,3,0
5918,732.54,175,34,6,3,2
5919,447.585,129,41,7,3,2
5920,214.185,73,37,5,3,0
5921,213.375,62,27,6,3,0
5922,622.005,159,29,5,3,0
5923,94.935,22,9,3,3,0
5924,5.31,2,2,1,1,3
5925,321.075,84,20,5,3,0
5926,220.62,75,24,5,3,0
5927,223.56,75,35,6,3,2
5928,402.33,111,37,5,3,0
5929,191.625,56,12,3,3,0
5930,1269.405,291,43,6,3,2
5931,2517.48,612,61,7,3,1
5932,793.185,209,45,6,3,2
5933,395.865,125,45,6,3,2
5934,126.855,40,9,3,3,0
5935,40.44,17,12,3,2,3
5936,348.57,99,30,5,3,0
5937,163.77,41,10,4,3,0
5938,210.9,61,27,5,3,0
5939,364.90500000000003,125,47,6,3,2
5940,326.13,79,16,5,3,0
5941,722.595,147,27,5,3,0
5942,277.77,82,21,4,3,0
5943,2453.22,520,56,7,3,1
5944,14.445,4,4,2,2,3
5945,201.615,68,26,5,3,0
5946,768.72,197,39,7,3,2
5947,808.41,215,48,7,3,2
5948,2442.48,502,46,6,3,1
5949,797.655,213,50,7,3,2
5950,434.955,132,43,6,3,2
5951,395.205,106,29,6,3,0
5952,234.495,74,34,5,3,0
5953,899.325,240,53,7,3,2
5954,620.145,175,50,7,3,2
5955,32.325,12,7,4,1,3
5956,834.48,215,44,5,3,2
5957,1975.425,512,76,7,3,1
5958,100.32,29,10,3,3,0
5959,150.42000000000002,51,15,3,3,0
5960,979.9350000000001,255,49,6,3,2
5961,392.805,115,35,5,3,0
5962,279.345,68,16,4,3,0
5963,1936.965,419,46,7,3,2
5964,303.99,93,31,5,3,0
5965,1180.875,299,54,6,3,2
5966,150.465,44,19,6,3,0
5967,522.24,121,24,5,3,0
5968,455.58,142,45,7,3,2
5969,81.13499999999999,23,13,5,2,3
5970,36.345,16,11,4,1,3
5971,390.24,105,21,5,3,0
5972,36.839999999999996,13,7,5,3,0
5973,7.1850000000000005,3,3,2,1,3
5974,302.97,87,21,3,3,0
5975,463.2,132,29,5,3,0
5976,1096.71,207,26,6,3,2
5977,67.035,18,11,4,1,3
5978,539.085,150,42,7,3,2
5979,109.71,32,16,5,3,0
5980,1060.05,274,48,6,3,2
5981,163.095,50,21,5,3,0
5982,1217.34,316,58,8,3,2
5983,100.02,33,18,6,3,0
5984,288.96,71,17,3,3,0
5985,425.235,112,29,7,3,2
5986,128.64000000000001,40,11,2,3,0
5987,402.63,121,41,6,3,2
5988,550.035,131,16,4,3,0
5989,805.53,168,34,6,3,2
5991,301.65000000000003,95,24,7,3,2
5992,162.315,52,25,5,3,0
5993,330.9,96,27,7,3,2
5994,77.565,27,20,5,3,0
5995,659.475,167,37,6,3,2
5996,32.325,9,3,2,3,0
5997,799.1850000000001,215,48,5,3,2
5998,315.67499999999995,75,19,3,3,0
5999,209.505,75,42,7,2,2
6000,113.67,26,7,2,3,0
6001,164.07,49,13,4,3,0
6002,257.25,54,14,5,3,0
6003,2718.84,593,59,7,3,1
6004,753.4350000000001,200,54,7,3,2
6005,814.38,197,48,6,3,2
6006,351.375,91,35,5,3,0
6007,326.49,80,19,4,3,0
6008,2718.06,552,58,7,3,1
6009,156.645,42,17,4,3,0
6010,42.165,13,5,4,3,0
6011,28.68,11,7,2,2,3
6012,342.90000000000003,92,22,3,3,0
6013,246.555,67,17,3,3,0
6014,504.825,138,36,5,3,0
6015,291.18,76,27,6,3,0
6016,349.17,102,32,4,3,0
6017,14.219999999999999,4,3,3,1,3
6018,149.23499999999999,45,25,5,3,0
6019,610.995,153,24,4,3,0
6020,629.07,131,26,5,3,0
6021,23.04,7,4,2,1,3
6022,159.48,40,12,3,3,0
6023,638.445,171,32,5,3,0
6024,2035.845,423,53,7,3,2
6025,211.095,65,22,4,3,0
6026,257.325,79,35,6,2,2
6027,900.4350000000001,238,50,7,3,2
6028,168.3,49,20,6,3,0
6029,457.2,101,42,7,3,2
6030,30.0,9,5,1,1,3
6031,1649.7450000000001,412,61,7,3,2
6032,2187.765,513,64,7,3,1
6033,2539.17,604,68,8,3,1
6034,1509.765,339,50,8,3,2
6035,973.275,231,38,7,3,2
6036,1238.835,239,22,5,3,0
6037,682.485,195,44,7,3,2
6038,1378.1399999999999,344,49,5,3,2
6039,141.79500000000002,43,18,5,3,0
6040,125.115,45,22,4,3,0
6041,2163.315,451,48,7,3,1
6042,653.94,166,40,6,3,2
6043,398.355,91,18,5,3,0
6044,355.23,94,33,5,3,0
6045,730.035,145,29,5,3,0
6046,429.735,114,36,7,3,2
6048,1288.155,334,55,6,3,2
6049,137.565,46,23,6,3,0
6050,931.35,225,36,5,3,2
6051,356.565,71,10,3,3,0
6052,0.0,0,3,2,1,3
6053,199.005,60,37,6,3,2
6054,14.745,3,3,2,2,3
6055,485.52,130,41,6,3,2
6056,213.15,63,23,5,3,0
6057,190.41,56,24,4,3,0
6059,4829.64,878,26,4,3,1
6060,267.71999999999997,60,5,2,3,0
6061,141.01500000000001,16,14,6,3,0
6062,523.05,118,16,6,3,0
6063,410.73,95,19,4,3,0
6064,491.805,125,29,5,3,0
6065,194.775,70,25,5,3,0
6066,202.74,54,16,4,3,0
6067,348.51,97,24,4,3,0
6068,312.015,77,23,4,3,0
6069,905.655,215,51,7,3,2
6070,1765.5149999999999,392,44,7,3,2
6071,280.545,57,16,5,3,0
6072,79.785,21,15,3,3,0
6073,282.09000000000003,78,24,4,3,0
6074,53.37,11,3,2,2,3
6075,629.325,168,42,6,3,2
6076,98.94,32,20,6,2,3
6077,541.98,152,44,7,3,2
6078,340.335,85,24,3,3,0
6079,848.235,214,39,7,3,2
6080,1274.37,280,49,7,3,2
6081,169.14,38,12,3,3,0
6082,408.24,109,32,4,3,0
6083,404.15999999999997,109,23,5,3,0
6084,515.565,133,36,7,3,2
6085,461.71500000000003,152,48,7,3,2
6086,189.03,46,18,4,2,3
6087,530.85,149,31,5,3,0
6088,500.385,151,50,7,3,2
6089,579.105,136,22,5,3,0
6090,544.35,123,25,5,3,0
6091,207.375,51,19,5,3,0
6092,743.73,191,27,5,3,0
6093,276.87,89,32,5,3,0
6094,692.745,178,41,5,3,2
6095,181.575,41,16,4,3,0
6096,231.01500000000001,68,23,5,3,0
6097,74.80499999999999,27,15,5,3,0
6098,1000.395,229,34,6,3,2
6099,246.39000000000001,82,38,7,3,2
6100,381.99,81,19,5,3,0
6101,611.46,118,18,4,3,0
6102,530.31,126,26,7,3,2
6103,1024.53,261,40,6,3,2
6104,214.155,59,6,1,3,0
6105,11.385,7,6,2,2,3
6106,706.65,212,45,6,3,2
6107,1065.435,259,45,7,3,2
6108,230.31,57,22,5,3,0
6109,404.82,109,22,4,3,0
6110,2042.115,501,75,8,3,1
6111,205.92000000000002,50,15,5,2,3
6112,1013.13,229,42,6,3,2
6113,416.775,109,32,6,3,2
6114,32.265,9,6,3,3,0
6115,1041.09,225,40,6,3,2
6116,1307.31,319,53,7,3,2
6117,243.04500000000002,71,24,6,3,0
6118,271.395,67,25,6,3,0
6119,478.125,78,1,1,1,3
6120,875.58,222,41,7,3,2
6121,90.92999999999999,25,12,4,3,0
6122,1276.56,296,36,6,3,2
6123,171.93,41,18,5,3,0
6124,225.87,68,24,6,3,0
6125,830.925,231,58,7,3,2
6126,240.01500000000001,68,15,5,3,0
6127,261.06,69,9,2,3,0
6128,12147.27,2479,58,8,3,1
6129,1702.155,381,53,6,3,2
6130,779.145,174,41,6,3,2
6131,731.235,172,34,5,3,0
6132,2121.045,521,66,7,3,1
6133,617.73,146,32,7,3,2
6134,245.07,65,23,6,3,0
6135,990.09,275,54,7,3,2
6136,307.5,92,31,5,3,0
6137,483.765,113,29,6,3,0
6138,315.885,63,12,3,3,0
6140,86.25,33,23,6,1,3
6141,908.895,199,29,5,3,0
6142,901.605,245,46,5,3,2
6143,274.785,81,28,5,3,0
6144,40.769999999999996,13,6,3,3,0
6145,87.315,33,14,3,3,0
6146,330.51,70,24,4,3,0
6147,217.65,61,27,5,3,0
6148,319.92,90,34,7,3,2
6149,239.34,55,18,3,3,0
6150,2231.64,434,53,7,3,1
6151,106.065,32,19,5,3,0
6152,736.83,168,31,7,3,2
6153,371.985,114,47,6,3,2
6154,485.61,143,36,7,3,2
6155,3143.94,696,40,6,3,1
6156,262.905,69,15,4,3,0
6157,2088.15,507,47,6,3,1
6158,275.49,87,30,5,3,0
6159,396.24,102,28,6,3,0
6160,324.36,94,25,5,3,0
6161,1280.085,292,36,5,3,2
6162,277.77,74,19,5,3,0
6163,492.795,138,54,7,3,2
6164,236.04,45,13,4,3,0
6165,178.68,49,20,5,3,0
6166,532.9350000000001,165,49,7,3,2
6167,81.525,27,12,3,3,0
6168,498.21,94,22,5,3,0
6169,402.06,72,12,4,3,0
6170,87.795,22,13,7,3,0
6171,268.245,73,20,5,3,0
6172,133.86,30,9,4,3,0
6173,293.145,68,28,4,3,0
