ID Cliente,Total Ventas USD,Total Cajas,Productos Diferentes,Categorías Diferentes,Meses Diferentes,Cluster
6174,336.885,109,34,6,3,2
6175,197.07,66,13,5,3,0
6176,367.8,99,31,7,3,2
6177,617.205,157,44,7,3,2
6178,387.63,113,36,5,3,0
6179,338.955,91,30,5,3,0
6180,245.805,75,24,5,3,0
6181,915.255,258,31,5,3,0
6182,141.855,42,22,4,3,0
6183,851.205,207,39,7,3,2
6184,459.165,137,43,6,3,2
6185,252.795,52,19,6,3,0
6186,647.49,171,39,6,3,2
6187,246.72,79,33,6,3,0
6188,539.43,148,31,6,3,2
6189,864.945,195,45,7,3,2
6190,120.87,35,16,6,2,3
6191,245.13000000000002,60,11,2,3,0
6192,892.125,213,41,6,3,2
6193,519.93,125,26,6,3,0
6194,944.79,226,51,6,3,2
6195,336.06,94,40,7,2,2
6196,502.71,150,36,5,3,0
6197,162.39000000000001,45,20,6,3,0
6198,255.285,56,16,6,3,0
6199,929.34,228,43,7,2,2
6200,60.585,22,14,4,2,3
6201,981.4350000000001,183,10,4,2,3
6202,72.10499999999999,14,8,3,2,3
6203,481.635,136,36,7,3,2
6204,546.75,110,6,3,3,0
6205,793.08,203,51,7,3,2
6206,116.55,42,19,5,3,0
6207,133.935,36,12,4,2,3
6208,311.61,92,30,7,2,2
6209,525.93,127,37,7,3,2
6210,504.285,134,46,7,2,2
6211,229.905,65,21,5,2,3
6212,316.95,73,21,5,3,0
6213,78.285,25,12,4,2,3
6214,634.5,128,20,4,2,3
6215,103.53,29,10,3,2,3
6216,479.985,130,52,7,2,2
6217,434.625,120,33,6,2,2
6218,129.375,36,11,3,2,3
6219,412.815,121,38,7,2,2
6220,124.455,36,14,3,2,3
6221,1068.51,226,44,7,2,2
6222,625.02,133,31,7,2,2
6223,140.115,44,23,5,2,3
6224,518.475,120,27,5,2,3
6225,664.56,166,44,7,2,2
6226,18.825,7,13,3,2,3
6227,60.315000000000005,16,10,3,1,3
6228,358.965,99,20,5,2,3
6229,40.695,15,9,2,2,3
6230,1330.44,252,31,6,2,2
6231,225.3,73,33,5,2,3
6232,569.8050000000001,133,29,7,2,2
6233,137.355,38,16,5,2,3
6234,306.105,61,22,4,2,3
6235,759.33,179,38,6,2,2
6236,138.99,38,17,5,2,3
6237,490.425,118,34,6,2,2
6238,211.905,64,23,6,2,3
6239,134.19,31,7,3,2,3
6240,363.18,97,37,6,2,2
6241,231.51000000000002,65,19,4,2,3
6242,597.39,137,26,6,2,3
6243,946.965,224,42,6,2,2
6244,77.595,24,11,4,2,3
6245,143.28,46,17,5,2,3
6246,262.065,74,29,5,2,3
6247,584.205,145,36,7,2,2
6248,416.1,107,33,7,2,2
6249,376.62,80,24,4,2,3
6250,363.855,81,25,5,2,3
6251,375.675,98,34,7,2,2
6252,64.215,17,12,4,2,3
6253,107.205,34,17,3,2,3
6254,695.16,165,42,6,2,2
6255,58.005,21,14,4,2,3
6256,108.555,30,20,5,2,3
6257,110.13,23,9,3,2,3
6258,1219.215,198,1,1,1,3
6259,249.615,62,15,5,2,3
6260,183.015,43,16,4,2,3
6261,238.575,74,36,7,2,2
6262,396.255,105,36,6,2,2
6263,63.51,19,10,3,2,3
6264,259.02,73,33,5,2,3
6265,232.575,72,26,5,2,3
6266,38.339999999999996,12,11,5,2,3
6267,23.31,5,3,2,1,3
6268,93.045,17,8,3,2,3
6269,127.395,33,20,5,2,3
6270,359.25,69,16,5,2,3
6271,220.695,50,13,4,2,3
6272,176.49,64,38,6,2,2
6273,38.745,15,13,4,2,3
6274,411.195,110,38,8,2,2
6275,67.695,18,15,4,2,3
6276,155.595,54,28,5,2,3
6277,104.35499999999999,28,12,3,1,3
6278,328.96500000000003,91,30,5,2,3
6279,40.44,12,8,2,2,3
6280,394.875,103,28,5,2,3
6281,223.86,58,26,5,2,3
6282,452.985,133,55,7,1,3
6283,117.585,33,19,5,1,3
6284,146.745,26,9,4,1,3
6285,134.22,41,22,5,1,3
6286,88.665,22,14,4,1,3
6287,120.825,23,8,2,1,3
6288,157.725,35,13,4,1,3
6289,357.855,104,30,6,1,3
6290,76.62,28,24,6,1,3
6291,132.78,39,18,3,1,3
6292,107.61000000000001,19,4,2,1,3
6293,136.335,46,18,5,1,3
6294,89.985,24,12,3,1,3
6295,270.72,69,30,7,1,3
6296,50.489999999999995,10,2,1,1,3
6297,112.815,25,7,4,1,3
6298,613.455,133,43,7,1,3
6299,98.04,23,14,5,1,3
6300,783.225,193,38,5,1,3
6301,41.775,13,8,2,1,3
6302,56.535000000000004,17,10,4,1,3
6303,54.405,15,9,4,1,3
6304,426.045,81,4,2,1,3
6305,41.475,14,7,2,1,3
6306,32.475,7,8,3,1,3
6307,50.19,15,8,5,1,3
6308,127.425,26,14,5,1,3
6309,38.160000000000004,9,7,5,1,3
6310,103.785,21,7,2,1,3
6311,69.81,21,9,2,1,3
6312,116.08500000000001,36,16,4,1,3
6313,119.73,32,16,5,1,3
6314,26.175,7,2,1,1,3
6315,9.84,3,3,2,1,3
6316,97.2,25,8,3,1,3
6318,187.545,47,18,5,1,3
6319,171.465,49,28,7,1,3
6320,243.6,69,29,6,1,3
6321,118.125,34,20,5,1,3
6322,30.165000000000003,11,3,2,1,3
6323,71.505,22,6,2,1,3
6324,66.69,16,12,4,1,3
6325,83.07000000000001,20,9,4,1,3
6326,28.424999999999997,8,5,3,1,3
6327,61.08,16,6,2,1,3
6328,85.875,30,16,5,1,3
6329,133.59,28,9,3,1,3
6330,27.255000000000003,9,3,1,1,3
6331,35.985,10,3,1,1,3
6332,34.95,10,6,4,1,3
6333,20.385,6,4,2,1,3
6334,42.375,11,8,4,1,3
6335,0.0,0,6,3,1,3
6336,21.884999999999998,6,5,1,1,3
6337,22.38,7,5,2,1,3
6339,59.010000000000005,16,9,3,1,3
6340,208.26,53,23,3,1,3
6341,0.0,0,1,1,1,3
6342,11.55,5,3,2,1,3
6343,51.915,14,7,2,1,3
6344,30.854999999999997,8,5,3,1,3
6346,3.585,1,1,1,1,3
